index,timestamp,width,height,frame_id,filename,angle,speed
1970-01-01 00:36:02.740,2162740000000,1280,720,openmv_cam/camera__link,center/2162740000000.jpg,0.0,0.0
1970-01-01 00:36:02.806,2162806000000,1280,720,openmv_cam/camera__link,center/2162806000000.jpg,0.0,0.0
1970-01-01 00:36:02.874,2162874000000,1280,720,openmv_cam/camera__link,center/2162874000000.jpg,0.0,0.0
1970-01-01 00:36:02.939,2162939000000,1280,720,openmv_cam/camera__link,center/2162939000000.jpg,0.0,0.0
1970-01-01 00:36:02.973,2162973000000,1280,720,openmv_cam/camera__link,center/2162973000000.jpg,0.0,0.0
1970-01-01 00:36:03.039,2163039000000,1280,720,openmv_cam/camera__link,center/2163039000000.jpg,0.0,0.0
1970-01-01 00:36:03.073,2163073000000,1280,720,openmv_cam/camera__link,center/2163073000000.jpg,0.0,0.0
1970-01-01 00:36:03.107,2163107000000,1280,720,openmv_cam/camera__link,center/2163107000000.jpg,0.0,0.0
1970-01-01 00:36:03.173,2163173000000,1280,720,openmv_cam/camera__link,center/2163173000000.jpg,0.0,0.0
1970-01-01 00:36:03.239,2163239000000,1280,720,openmv_cam/camera__link,center/2163239000000.jpg,0.0,0.0
1970-01-01 00:36:03.273,2163273000000,1280,720,openmv_cam/camera__link,center/2163273000000.jpg,0.0,0.0
1970-01-01 00:36:03.339,2163339000000,1280,720,openmv_cam/camera__link,center/2163339000000.jpg,0.0,0.0
1970-01-01 00:36:03.373,2163373000000,1280,720,openmv_cam/camera__link,center/2163373000000.jpg,0.0,0.0
1970-01-01 00:36:03.439,2163439000000,1280,720,openmv_cam/camera__link,center/2163439000000.jpg,0.0,0.0
1970-01-01 00:36:03.473,2163473000000,1280,720,openmv_cam/camera__link,center/2163473000000.jpg,0.0,0.0
1970-01-01 00:36:03.539,2163539000000,1280,720,openmv_cam/camera__link,center/2163539000000.jpg,0.0,0.0
1970-01-01 00:36:03.573,2163573000000,1280,720,openmv_cam/camera__link,center/2163573000000.jpg,0.0,0.0
1970-01-01 00:36:03.639,2163639000000,1280,720,openmv_cam/camera__link,center/2163639000000.jpg,0.0,0.0
1970-01-01 00:36:03.673,2163673000000,1280,720,openmv_cam/camera__link,center/2163673000000.jpg,0.0,0.0
1970-01-01 00:36:03.739,2163739000000,1280,720,openmv_cam/camera__link,center/2163739000000.jpg,0.0,0.0
1970-01-01 00:36:03.773,2163773000000,1280,720,openmv_cam/camera__link,center/2163773000000.jpg,0.0,0.0
1970-01-01 00:36:03.840,2163840000000,1280,720,openmv_cam/camera__link,center/2163840000000.jpg,0.0,0.0
1970-01-01 00:36:03.907,2163907000000,1280,720,openmv_cam/camera__link,center/2163907000000.jpg,0.0,0.0
1970-01-01 00:36:03.973,2163973000000,1280,720,openmv_cam/camera__link,center/2163973000000.jpg,0.0,0.0
1970-01-01 00:36:04.039,2164039000000,1280,720,openmv_cam/camera__link,center/2164039000000.jpg,0.0,0.0
1970-01-01 00:36:04.073,2164073000000,1280,720,openmv_cam/camera__link,center/2164073000000.jpg,0.0,0.0
1970-01-01 00:36:04.107,2164107000000,1280,720,openmv_cam/camera__link,center/2164107000000.jpg,0.0,0.002826086893353773
1970-01-01 00:36:04.173,2164173000000,1280,720,openmv_cam/camera__link,center/2164173000000.jpg,0.0,0.01717391265961139
1970-01-01 00:36:04.240,2164240000000,1280,720,openmv_cam/camera__link,center/2164240000000.jpg,0.0,0.03079999931156635
1970-01-01 00:36:04.307,2164307000000,1280,720,openmv_cam/camera__link,center/2164307000000.jpg,0.0,0.04415841485456665
1970-01-01 00:36:04.373,2164373000000,1280,720,openmv_cam/camera__link,center/2164373000000.jpg,0.0,0.05722772149313794
1970-01-01 00:36:04.439,2164439000000,1280,720,openmv_cam/camera__link,center/2164439000000.jpg,0.0,0.07039999842643738
1970-01-01 00:36:04.473,2164473000000,1280,720,openmv_cam/camera__link,center/2164473000000.jpg,0.0,0.07719999827444554
1970-01-01 00:36:04.539,2164539000000,1280,720,openmv_cam/camera__link,center/2164539000000.jpg,0.0,0.0903999999165535
1970-01-01 00:36:04.573,2164573000000,1280,720,openmv_cam/camera__link,center/2164573000000.jpg,0.0,0.09720000103116036
1970-01-01 00:36:04.607,2164607000000,1280,720,openmv_cam/camera__link,center/2164607000000.jpg,0.0,0.10408163329168242
1970-01-01 00:36:04.673,2164673000000,1280,720,openmv_cam/camera__link,center/2164673000000.jpg,0.0,0.11755101823685121
1970-01-01 00:36:04.739,2164739000000,1280,720,openmv_cam/camera__link,center/2164739000000.jpg,0.0,0.1554098358896912
1970-01-01 00:36:04.773,2164773000000,1280,720,openmv_cam/camera__link,center/2164773000000.jpg,0.0,0.17770491943496172
1970-01-01 00:36:04.839,2164839000000,1280,720,openmv_cam/camera__link,center/2164839000000.jpg,0.0,0.22133333186308543
1970-01-01 00:36:04.873,2164873000000,1280,720,openmv_cam/camera__link,center/2164873000000.jpg,0.0,0.24399999380111695
1970-01-01 00:36:04.939,2164939000000,1280,720,openmv_cam/camera__link,center/2164939000000.jpg,0.0,0.28769229925595796
1970-01-01 00:36:04.974,2164974000000,1280,720,openmv_cam/camera__link,center/2164974000000.jpg,0.0,0.31076922324987555
1970-01-01 00:36:05.040,2165040000000,1280,720,openmv_cam/camera__link,center/2165040000000.jpg,0.0,0.35438016377204706
1970-01-01 00:36:05.074,2165074000000,1280,720,openmv_cam/camera__link,center/2165074000000.jpg,0.0,0.376859506299673
1970-01-01 00:36:05.139,2165139000000,1280,720,openmv_cam/camera__link,center/2165139000000.jpg,0.0,0.42022472586524623
1970-01-01 00:36:05.173,2165173000000,1280,720,openmv_cam/camera__link,center/2165173000000.jpg,0.0,0.4431460750906655
1970-01-01 00:36:05.207,2165207000000,1280,720,openmv_cam/camera__link,center/2165207000000.jpg,0.0,0.46593407156703237
1970-01-01 00:36:05.273,2165273000000,1280,720,openmv_cam/camera__link,center/2165273000000.jpg,0.0,0.5094505351978345
1970-01-01 00:36:05.340,2165340000000,1280,720,openmv_cam/camera__link,center/2165340000000.jpg,0.0,0.553719007279262
1970-01-01 00:36:05.406,2165406000000,1280,720,openmv_cam/camera__link,center/2165406000000.jpg,0.0,0.5973553943239953
1970-01-01 00:36:05.440,2165440000000,1280,720,openmv_cam/camera__link,center/2165440000000.jpg,0.0,0.619780244408073
1970-01-01 00:36:05.506,2165506000000,1280,720,openmv_cam/camera__link,center/2165506000000.jpg,0.0,0.6632967296537462
1970-01-01 00:36:05.573,2165573000000,1280,720,openmv_cam/camera__link,center/2165573000000.jpg,0.0,0.7074725555849599
1970-01-01 00:36:05.639,2165639000000,1280,720,openmv_cam/camera__link,center/2165639000000.jpg,0.0,0.7506521732910819
1970-01-01 00:36:05.674,2165674000000,1280,720,openmv_cam/camera__link,center/2165674000000.jpg,0.0,0.7734782384789508
1970-01-01 00:36:05.739,2165739000000,1280,720,openmv_cam/camera__link,center/2165739000000.jpg,0.0,0.8157723483031358
1970-01-01 00:36:05.773,2165773000000,1280,720,openmv_cam/camera__link,center/2165773000000.jpg,0.0,0.8378861813041253
1970-01-01 00:36:05.839,2165839000000,1280,720,openmv_cam/camera__link,center/2165839000000.jpg,0.0,0.8813333484861586
1970-01-01 00:36:05.873,2165873000000,1280,720,openmv_cam/camera__link,center/2165873000000.jpg,0.0,0.9040000160535177
1970-01-01 00:36:05.907,2165907000000,1280,720,openmv_cam/camera__link,center/2165907000000.jpg,0.0,0.926521756078886
1970-01-01 00:36:05.973,2165973000000,1280,720,openmv_cam/camera__link,center/2165973000000.jpg,0.0,0.9695652360501497
1970-01-01 00:36:06.039,2166039000000,1280,720,openmv_cam/camera__link,center/2166039000000.jpg,0.0,1.013613432395358
1970-01-01 00:36:06.073,2166073000000,1280,720,openmv_cam/camera__link,center/2166073000000.jpg,0.0,1.036470553454231
1970-01-01 00:36:06.139,2166139000000,1280,720,openmv_cam/camera__link,center/2166139000000.jpg,0.0,1.080666630797916
1970-01-01 00:36:06.173,2166173000000,1280,720,openmv_cam/camera__link,center/2166173000000.jpg,0.0,1.1033333208825853
1970-01-01 00:36:06.239,2166239000000,1280,720,openmv_cam/camera__link,center/2166239000000.jpg,0.0,1.1470329460206923
1970-01-01 00:36:06.273,2166273000000,1280,720,openmv_cam/camera__link,center/2166273000000.jpg,0.0,1.169450507059202
1970-01-01 00:36:06.340,2166340000000,1280,720,openmv_cam/camera__link,center/2166340000000.jpg,0.0,1.213718973900661
1970-01-01 00:36:06.374,2166374000000,1280,720,openmv_cam/camera__link,center/2166374000000.jpg,0.0,1.2361983248024933
1970-01-01 00:36:06.439,2166439000000,1280,720,openmv_cam/camera__link,center/2166439000000.jpg,0.0,1.2789130534814752
1970-01-01 00:36:06.473,2166473000000,1280,720,openmv_cam/camera__link,center/2166473000000.jpg,0.0,1.301086989433869
1970-01-01 00:36:06.539,2166539000000,1280,720,openmv_cam/camera__link,center/2166539000000.jpg,0.0,1.3446666955947877
1970-01-01 00:36:06.573,2166573000000,1280,720,openmv_cam/camera__link,center/2166573000000.jpg,0.0,1.3673333406448365
1970-01-01 00:36:06.640,2166640000000,1280,720,openmv_cam/camera__link,center/2166640000000.jpg,0.0,1.411648379577385
1970-01-01 00:36:06.706,2166706000000,1280,720,openmv_cam/camera__link,center/2166706000000.jpg,0.0,1.455206654288552
1970-01-01 00:36:06.773,2166773000000,1280,720,openmv_cam/camera__link,center/2166773000000.jpg,0.0,1.4995041327043013
1970-01-01 00:36:06.840,2166840000000,1280,720,openmv_cam/camera__link,center/2166840000000.jpg,0.0,1.5437362691858312
1970-01-01 00:36:06.906,2166906000000,1280,720,openmv_cam/camera__link,center/2166906000000.jpg,0.0,1.5872527832513328
1970-01-01 00:36:06.973,2166973000000,1280,720,openmv_cam/camera__link,center/2166973000000.jpg,0.0,1.631428565297808
1970-01-01 00:36:07.007,2167007000000,1280,720,openmv_cam/camera__link,center/2167007000000.jpg,0.0,1.653884290663664
1970-01-01 00:36:07.073,2167073000000,1280,720,openmv_cam/camera__link,center/2167073000000.jpg,0.0,1.6975206777083973
1970-01-01 00:36:07.107,2167107000000,1280,720,openmv_cam/camera__link,center/2167107000000.jpg,0.0,1.7200000286102295
1970-01-01 00:36:07.174,2167174000000,1280,720,openmv_cam/camera__link,center/2167174000000.jpg,0.0,1.7636956391127214
1970-01-01 00:36:07.239,2167239000000,1280,720,openmv_cam/camera__link,center/2167239000000.jpg,0.0,1.8066666656070285
1970-01-01 00:36:07.273,2167273000000,1280,720,openmv_cam/camera__link,center/2167273000000.jpg,0.0,1.829333355691698
1970-01-01 00:36:07.339,2167339000000,1280,720,openmv_cam/camera__link,center/2167339000000.jpg,0.0,1.873057853091847
1970-01-01 00:36:07.373,2167373000000,1280,720,openmv_cam/camera__link,center/2167373000000.jpg,0.0,1.895537170496854
1970-01-01 00:36:07.439,2167439000000,1280,720,openmv_cam/camera__link,center/2167439000000.jpg,0.0,1.939333310392168
1970-01-01 00:36:07.473,2167473000000,1280,720,openmv_cam/camera__link,center/2167473000000.jpg,0.0,1.9620000004768372
1970-01-01 00:36:07.539,2167539000000,1280,720,openmv_cam/camera__link,center/2167539000000.jpg,0.0,2.0057142802647183
1970-01-01 00:36:07.573,2167573000000,1280,720,openmv_cam/camera__link,center/2167573000000.jpg,0.0,2.028131841303228
1970-01-01 00:36:07.639,2167639000000,1280,720,openmv_cam/camera__link,center/2167639000000.jpg,0.0,2.071999931335449
1970-01-01 00:36:07.673,2167673000000,1280,720,openmv_cam/camera__link,center/2167673000000.jpg,0.0,2.094666576385498
1970-01-01 00:36:07.739,2167739000000,1280,720,openmv_cam/camera__link,center/2167739000000.jpg,0.0,2.138666649659475
1970-01-01 00:36:07.773,2167773000000,1280,720,openmv_cam/camera__link,center/2167773000000.jpg,0.0,2.161333362261454
1970-01-01 00:36:07.807,2167807000000,1280,720,openmv_cam/camera__link,center/2167807000000.jpg,0.0,2.1840000629425047
1970-01-01 00:36:07.873,2167873000000,1280,720,openmv_cam/camera__link,center/2167873000000.jpg,0.0,2.2084848880767822
1970-01-01 00:36:07.941,2167941000000,1280,720,openmv_cam/camera__link,center/2167941000000.jpg,0.0,2.2221782443547013
1970-01-01 00:36:08.006,2168006000000,1280,720,openmv_cam/camera__link,center/2168006000000.jpg,0.0,2.235049519208398
1970-01-01 00:36:08.073,2168073000000,1280,720,openmv_cam/camera__link,center/2168073000000.jpg,0.0,2.2484000015258787
1970-01-01 00:36:08.139,2168139000000,1280,720,openmv_cam/camera__link,center/2168139000000.jpg,0.0,2.261599988937378
1970-01-01 00:36:08.174,2168174000000,1280,720,openmv_cam/camera__link,center/2168174000000.jpg,0.0,2.268599982261658
1970-01-01 00:36:08.239,2168239000000,1280,720,openmv_cam/camera__link,center/2168239000000.jpg,0.0,2.278399972915649
1970-01-01 00:36:08.274,2168274000000,1280,720,openmv_cam/camera__link,center/2168274000000.jpg,0.0,2.2713999795913695
1970-01-01 00:36:08.340,2168340000000,1280,720,openmv_cam/camera__link,center/2168340000000.jpg,0.0,2.2581999921798706
1970-01-01 00:36:08.406,2168406000000,1280,720,openmv_cam/camera__link,center/2168406000000.jpg,0.0,2.2450000047683716
1970-01-01 00:36:08.474,2168474000000,1280,720,openmv_cam/camera__link,center/2168474000000.jpg,0.0,2.231400017738342
1970-01-01 00:36:08.540,2168540000000,1280,720,openmv_cam/camera__link,center/2168540000000.jpg,0.0,2.2182178520920255
1970-01-01 00:36:08.574,2168574000000,1280,720,openmv_cam/camera__link,center/2168574000000.jpg,0.0,2.211485185245476
1970-01-01 00:36:08.640,2168640000000,1280,720,openmv_cam/camera__link,center/2168640000000.jpg,0.0,2.1984000492095945
1970-01-01 00:36:08.674,2168674000000,1280,720,openmv_cam/camera__link,center/2168674000000.jpg,0.0,2.1916000556945803
1970-01-01 00:36:08.739,2168739000000,1280,720,openmv_cam/camera__link,center/2168739000000.jpg,0.0,2.1786000680923463
1970-01-01 00:36:08.773,2168773000000,1280,720,openmv_cam/camera__link,center/2168773000000.jpg,0.0,2.1718000745773316
1970-01-01 00:36:08.839,2168839000000,1280,720,openmv_cam/camera__link,center/2168839000000.jpg,0.0,2.1586000871658326
1970-01-01 00:36:08.873,2168873000000,1280,720,openmv_cam/camera__link,center/2168873000000.jpg,0.0,2.151800093650818
1970-01-01 00:36:08.939,2168939000000,1280,720,openmv_cam/camera__link,center/2168939000000.jpg,0.003228661154999453,2.1383530378341673
1970-01-01 00:36:08.973,2168973000000,1280,720,openmv_cam/camera__link,center/2168973000000.jpg,0.01891072962213965,2.130352997779846
1970-01-01 00:36:09.007,2169007000000,1280,720,openmv_cam/camera__link,center/2169007000000.jpg,0.03459279808927985,2.122352957725525
1970-01-01 00:36:09.073,2169073000000,1280,720,openmv_cam/camera__link,center/2169073000000.jpg,0.06503446040784612,2.106823468208313
1970-01-01 00:36:09.139,2169139000000,1280,720,openmv_cam/camera__link,center/2169139000000.jpg,0.10761521622538567,2.0925999116897582
1970-01-01 00:36:09.173,2169173000000,1280,720,openmv_cam/camera__link,center/2169173000000.jpg,0.13445212736725806,2.0857999181747435
1970-01-01 00:36:09.239,2169239000000,1280,720,openmv_cam/camera__link,center/2169239000000.jpg,0.1863792695105076,2.0725999307632446
1970-01-01 00:36:09.273,2169273000000,1280,720,openmv_cam/camera__link,center/2169273000000.jpg,0.21306176707148552,2.06579993724823
1970-01-01 00:36:09.339,2169339000000,1280,720,openmv_cam/camera__link,center/2169339000000.jpg,0.2640579109734828,2.0526732170935906
1970-01-01 00:36:09.373,2169373000000,1280,720,openmv_cam/camera__link,center/2169373000000.jpg,0.29000592349779486,2.045940550247041
1970-01-01 00:36:09.439,2169439000000,1280,720,openmv_cam/camera__link,center/2169439000000.jpg,0.3398432886600494,2.032799968719482
1970-01-01 00:36:09.473,2169473000000,1280,720,openmv_cam/camera__link,center/2169473000000.jpg,0.3652885675430298,2.025999975204468
1970-01-01 00:36:09.539,2169539000000,1280,720,openmv_cam/camera__link,center/2169539000000.jpg,0.36290289998054504,2.0127999877929685
1970-01-01 00:36:09.574,2169574000000,1280,720,openmv_cam/camera__link,center/2169574000000.jpg,0.3387554430961609,2.005799994468689
1970-01-01 00:36:09.640,2169640000000,1280,720,openmv_cam/camera__link,center/2169640000000.jpg,0.2917233056361132,1.9926732743140494
1970-01-01 00:36:09.707,2169707000000,1280,720,openmv_cam/camera__link,center/2169707000000.jpg,0.24263339459896088,1.979400019645691
1970-01-01 00:36:09.773,2169773000000,1280,720,openmv_cam/camera__link,center/2169773000000.jpg,0.19103741705417632,1.966200032234192
1970-01-01 00:36:09.839,2169839000000,1280,720,openmv_cam/camera__link,center/2169839000000.jpg,0.20891515759454257,1.9498551202856975
1970-01-01 00:36:09.873,2169873000000,1280,720,openmv_cam/camera__link,center/2169873000000.jpg,0.2498241662979126,1.940000057220459
1970-01-01 00:36:09.940,2169940000000,1280,720,openmv_cam/camera__link,center/2169940000000.jpg,0.3042763504385948,1.9265999901294708
1970-01-01 00:36:10.007,2170007000000,1280,720,openmv_cam/camera__link,center/2170007000000.jpg,0.3575386608591174,1.9132672902381067
1970-01-01 00:36:10.073,2170073000000,1280,720,openmv_cam/camera__link,center/2170073000000.jpg,0.40886837096497564,1.9001979957712758
1970-01-01 00:36:10.139,2170139000000,1280,720,openmv_cam/camera__link,center/2170139000000.jpg,0.41216807067394257,1.8869999885559081
1970-01-01 00:36:10.173,2170173000000,1280,720,openmv_cam/camera__link,center/2170173000000.jpg,0.41348725855350493,1.8801999950408936
1970-01-01 00:36:10.207,2170207000000,1280,720,openmv_cam/camera__link,center/2170207000000.jpg,0.4148426453272502,1.8733333349227905
1970-01-01 00:36:10.273,2170273000000,1280,720,openmv_cam/camera__link,center/2170273000000.jpg,0.4174758195877075,1.8600000143051147
1970-01-01 00:36:10.307,2170307000000,1280,720,openmv_cam/camera__link,center/2170307000000.jpg,0.41961499286252396,1.8494573887004409
1970-01-01 00:36:10.373,2170373000000,1280,720,openmv_cam/camera__link,center/2170373000000.jpg,0.4237675056901089,1.828992291938427
1970-01-01 00:36:10.439,2170439000000,1280,720,openmv_cam/camera__link,center/2170439000000.jpg,0.4271350610256195,1.8126000154018402
1970-01-01 00:36:10.473,2170473000000,1280,720,openmv_cam/camera__link,center/2170473000000.jpg,0.4285529220104218,1.805799981355667
1970-01-01 00:36:10.539,2170539000000,1280,720,openmv_cam/camera__link,center/2170539000000.jpg,0.4313182839662722,1.7926732266303336
1970-01-01 00:36:10.573,2170573000000,1280,720,openmv_cam/camera__link,center/2170573000000.jpg,0.43274813093761405,1.7859405597837845
1970-01-01 00:36:10.639,2170639000000,1280,720,openmv_cam/camera__link,center/2170639000000.jpg,0.43556740522384646,1.7727999782562256
1970-01-01 00:36:10.673,2170673000000,1280,720,openmv_cam/camera__link,center/2170673000000.jpg,0.43703851401805877,1.765999984741211
1970-01-01 00:36:10.707,2170707000000,1280,720,openmv_cam/camera__link,center/2170707000000.jpg,0.43851287841796877,1.7591999912261962
1970-01-01 00:36:10.773,2170773000000,1280,720,openmv_cam/camera__link,center/2170773000000.jpg,0.4414222776889801,1.7460000038146972
1970-01-01 00:36:10.839,2170839000000,1280,720,openmv_cam/camera__link,center/2170839000000.jpg,0.4152586126327515,1.7328000164031983
1970-01-01 00:36:10.873,2170873000000,1280,720,openmv_cam/camera__link,center/2170873000000.jpg,0.3892994999885559,1.7260000228881835
1970-01-01 00:36:10.907,2170907000000,1280,720,openmv_cam/camera__link,center/2170907000000.jpg,0.36307231545448304,1.7192000293731688
1970-01-01 00:36:10.973,2170973000000,1280,720,openmv_cam/camera__link,center/2170973000000.jpg,0.3082579106092453,1.7060000419616699
1970-01-01 00:36:11.039,2171039000000,1280,720,openmv_cam/camera__link,center/2171039000000.jpg,0.25116434693336487,1.6928000116348267
1970-01-01 00:36:11.073,2171073000000,1280,720,openmv_cam/camera__link,center/2171073000000.jpg,0.2207740843296051,1.6859999775886536
1970-01-01 00:36:11.139,2171139000000,1280,720,openmv_cam/camera__link,center/2171139000000.jpg,0.15979983627796174,1.6727999544143677
1970-01-01 00:36:11.173,2171173000000,1280,720,openmv_cam/camera__link,center/2171173000000.jpg,0.12753826528787612,1.665999960899353
1970-01-01 00:36:11.239,2171239000000,1280,720,openmv_cam/camera__link,center/2171239000000.jpg,0.0634061908721924,1.652799973487854
1970-01-01 00:36:11.273,2171273000000,1280,720,openmv_cam/camera__link,center/2171273000000.jpg,0.029721651971340204,1.6459999799728393
1970-01-01 00:36:11.307,2171307000000,1280,720,openmv_cam/camera__link,center/2171307000000.jpg,0.010410444094584564,1.6379487055998583
1970-01-01 00:36:11.373,2171373000000,1280,720,openmv_cam/camera__link,center/2171373000000.jpg,0.1327768567174968,1.6138613967612239
1970-01-01 00:36:11.407,2171407000000,1280,720,openmv_cam/camera__link,center/2171407000000.jpg,0.1670784990091135,1.6071287299146746
1970-01-01 00:36:11.473,2171473000000,1280,720,openmv_cam/camera__link,center/2171473000000.jpg,0.14415578254796926,1.1339805994218992
1970-01-01 00:36:11.539,2171539000000,1280,720,openmv_cam/camera__link,center/2171539000000.jpg,0.013823157230627214,0.10873786569799027
1970-01-01 00:36:11.574,2171574000000,1280,720,openmv_cam/camera__link,center/2171574000000.jpg,0.0,0.0
1970-01-01 00:36:11.639,2171639000000,1280,720,openmv_cam/camera__link,center/2171639000000.jpg,0.0,0.0
1970-01-01 00:36:11.673,2171673000000,1280,720,openmv_cam/camera__link,center/2171673000000.jpg,0.0,0.0
1970-01-01 00:36:11.739,2171739000000,1280,720,openmv_cam/camera__link,center/2171739000000.jpg,0.0,0.0
1970-01-01 00:36:11.773,2171773000000,1280,720,openmv_cam/camera__link,center/2171773000000.jpg,0.0,0.0
1970-01-01 00:36:11.839,2171839000000,1280,720,openmv_cam/camera__link,center/2171839000000.jpg,0.0,0.0
1970-01-01 00:36:11.873,2171873000000,1280,720,openmv_cam/camera__link,center/2171873000000.jpg,0.0,0.0
1970-01-01 00:36:11.907,2171907000000,1280,720,openmv_cam/camera__link,center/2171907000000.jpg,0.0,0.0
1970-01-01 00:36:11.973,2171973000000,1280,720,openmv_cam/camera__link,center/2171973000000.jpg,0.0,0.0
1970-01-01 00:36:12.007,2172007000000,1280,720,openmv_cam/camera__link,center/2172007000000.jpg,0.0,0.0
1970-01-01 00:36:12.073,2172073000000,1280,720,openmv_cam/camera__link,center/2172073000000.jpg,0.0,0.0
1970-01-01 00:36:12.108,2172108000000,1280,720,openmv_cam/camera__link,center/2172108000000.jpg,0.0,0.0
